description,date,Ruggerio,Lynch Prata,Mr. President,Goldin,Satchell,Nesselbush,Picard,Calkin,Archambault,Cote,Kettle,Cool Rumsey,Raptakis,Seveney,Crowley,Algiere,Jabour,Da Ponte,Pagliarini,Gallo,Madam President,Coyne,Morgan,Metts,Sosnowski,Gee,Lynch,O'Neill,Doyle,Goodwin,Ciccone,Paiva Weed,Conley,Hodgson,Lombardo,Felag,Walaska,Pearson,Paolino,Pichardo,Sheehan,Fogarty,Miller,DiPalma,McCaffrey,Quezada,Bates,Ottiano,Lombardi
CALENDARITEM 6          2015-S 465 SUB ASatchell         FINANCEOFFICE OF HEALTH ANDHUMAN SERVICES - ABLE ACCOUNTSPassage,TUESDAY/ JUNE 16/ 20155:07:55 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,NV,N/A,N/A,Y,Y
CALENDARITEM 9               2015-S 953Paiva Weed       FINANCEAN ACT REALTING TO THENEWPORT HISTORICAL SOCIETYPassage,TUESDAY/ JUNE 16/ 20155:08:45 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,NV,N/A,N/A,Y,Y
CALENDARITEM 10              2015-S 954Goldin           FINANCEAN ACT REALTED TORHODE ISLAND HISTORICAL SOCIETYPassage,TUESDAY/ JUNE 16/ 20155:09:33 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,NV,N/A,N/A,Y,Y
CALENDARITEM 11              2015-S 955O`Neill          FINANCEPROPERTY SUBJECT TO TAXATION -NORTH SMITHFIELDPassage,TUESDAY/ JUNE 16/ 20155:10:23 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,NV,N/A,N/A,Y,Y
CALENDARITEM 12              2015-S 168Doyle            HEALTHRELATING TO INSURANCE -HEALTH MAINTENANCE ORGANIZATIONPassage,TUESDAY/ JUNE 16/ 20155:11:02 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,NV,N/A,N/A,Y,Y
CALENDARITEM 13              2015-S 322Goldin           HEALTHRELATING TO HUMAN SERVICESLONG-TERM MANAGED CAREPassage,TUESDAY/ JUNE 16/ 20155:12:10 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,NV,N/A,N/A,Y,Y
CALENDARITEM 15              2015-S 249Doyle            JUDICIARYRELATING TO CRIMINAL LAW -PAROLE BOARD,TUESDAY/ JUNE 16/ 20155:13:25 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,N,NV,Y,Y,Y,NV,N/A,N/A,Y,Y
CALENDARITEM 14              2015-S 127Archambault      JUDICIARYMOTOR AND OTHER VEHICLES-VIOLATIONSPassage,TUESDAY/ JUNE 16/ 20155:14:55 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,NV,N/A,N/A,Y,Y
CALENDARITEM 16         2015-S 334 SUB ADiPalma          JUDICIARYBUSINESSES AND PROFESSIONS -MOTOR VEHICLE GLASS REPAIRApproval of AmendmentLC 001242/2,TUESDAY/ JUNE 16/ 20155:16:28 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,NV,N/A,N/A,Y,Y
CALENDARITEM 16         2015-S 334 SUB ADiPalma          JUDICIARYBUSINESSES AND PROFESSIONS -MOTOR VEHICLE GLASS REPAIRPassage as Amended,TUESDAY/ JUNE 16/ 20155:16:53 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,NV,N/A,N/A,Y,Y
CALENDARITEM 17              2015-S 512Lombardi         JUDICIARYRELATING TO PROPERTY -ESTATES IN REAL PROPERTYPassage,TUESDAY/ JUNE 16/ 20155:17:41 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,NV,N/A,N/A,Y,Y
CALENDARITEM 19              2015-S 594Lombardi         JUDICIARYAN ACT REALTING TOPROBATE PRACTICE AND PROCEDUREPassage,TUESDAY/ JUNE 16/ 20155:19:00 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,NV,N/A,N/A,Y,Y
CALENDARITEM 20              2015-S 636McCaffrey        JUDICIARYRELATING TO ELECTIONS -MAIL BALLOTSPassage,TUESDAY/ JUNE 16/ 20155:19:55 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,NV,N/A,N/A,Y,Y
CALENDARITEM 21         2015-S 658 SUB AArchambault      JUDICIARYSTATE AFFAIRS AND GOVERNMENT -ADMINISTRATIVE PROCEDURESPassage,TUESDAY/ JUNE 16/ 20155:20:35 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,NV,N/A,N/A,Y,Y
CALENDARITEM 23      2015-S 783 SUB A aaGoodwin          JUDICIARYBUSINESSES AND PROFESSIONS -AUTOMOBILE BODY REPAIR SHOP LIC.Approval of AmendmentLC 001871/2,TUESDAY/ JUNE 16/ 20155:21:57 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,NV,N/A,N/A,Y,Y
CALENDARITEM 23      2015-S 783 SUB A aaGoodwin          JUDICIARYBUSINESSES AND PROFESSIONS -AUTOMOBILE BODY REPAIR SHOP LIC.Passage as Amended,TUESDAY/ JUNE 16/ 20155:22:56 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,NV,N/A,N/A,Y,Y
CALENDARITEM 24              2015-S 897Lombardi         JUDICIARYDOMESTIC RELATIONS - UNIFORMINTERSTATE FAMILY SUPPORT ACTPassage,TUESDAY/ JUNE 16/ 20155:23:43 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,NV,N/A,N/A,Y,Y
DETERMINATION of QUORUM59th Legislative Day,WEDNESDAY/ JUNE 17/ 20154:41:13 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 1          2015-S 713 SUB AArchambault      JUDICIARYMOTOR AND OTHER VEHICLES -MOTOR VEHICLE OFFENSESApproval of AmendmentLC 001646/2,WEDNESDAY/ JUNE 17/ 20154:46:38 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 1          2015-S 713 SUB AArchambault      JUDICIARYMOTOR AND OTHER VEHICLES -MOTOR VEHICLE OFFENSESPassage as Amended,WEDNESDAY/ JUNE 17/ 20154:48:37 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 3           2015-S 84 SUB AFelag            EDUCATIONRELATING TO EDUCATION -HEALTH AND SAFETY OF PUPILSPassage,WEDNESDAY/ JUNE 17/ 20154:49:33 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 4          2015-S 366 SUB APicard           EDUCATIONRELATING TO EDUCATION -SCHOOL COMM. & SUPERINTENDENTSPassage,WEDNESDAY/ JUNE 17/ 20154:50:27 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 5          2015-S 409 SUB ASosnowski        ENVIRONMENTPUBLIC UTILITIES AND CARRIERS -PUBLIC UTILITIES COMMISSIONPassage,WEDNESDAY/ JUNE 17/ 20154:55:44 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 8          2015-S 195 SUB AGoodwin          HOUSINGRELATING TO HIGHWAYS -SIDEWALKSPassage,WEDNESDAY/ JUNE 17/ 20154:56:54 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 9          2015-S 238 SUB AWalaska          HOUSINGRELATING TO TAXATION -LEVY AND ASSESSMENT OF LOCAL TAXPassage,WEDNESDAY/ JUNE 17/ 20154:58:03 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 11         2015-S 621 SUB AAlgiere          HOUSINGRELATING TO HEALTH AND SAFETY -AIR POLLUTIONPassage,WEDNESDAY/ JUNE 17/ 20154:58:56 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 12              2015-S 788Picard           HOUSINGRELATING TO TOWNS AND CITIES -ZONING ORDINANCESApproval of AmendmentLC 002307/2,WEDNESDAY/ JUNE 17/ 20155:00:13 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 12              2015-S 788Picard           HOUSINGRELATING TO TOWNS AND CITIES -ZONING ORDINANCESPassage as Amended,WEDNESDAY/ JUNE 17/ 20155:00:36 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 13              2015-S 880Raptakis         HOUSINGAN ACT REALTING TO THETOWN OF COVENTRY - SEWERSPassage,WEDNESDAY/ JUNE 17/ 20155:01:27 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 14              2015-S 923Picard           HOUSINGMUNICIPAL PRIMARIES & ELECTIONS-CITY OF WOONSOCKETPassage,WEDNESDAY/ JUNE 17/ 20155:02:45 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 15         2015-S 581 SUB AMcCaffrey        JUDICIARYRELATING TO PROPERTY -MORTGAGE FORECLOSURE AND SALEPassage,WEDNESDAY/ JUNE 17/ 20155:03:38 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,R,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,R,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 16              2015-S 968Lombardi         JUDICIARYRELATING TO PROPERTY -MECHANICS' LIENSPassage,WEDNESDAY/ JUNE 17/ 20155:04:30 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 17              2015-S 969Lombardi         JUDICIARYFINANCIAL INSTITUTIONS-COMMUNITYOBLIGATIONS AND BANKING OFFENSESPassage,WEDNESDAY/ JUNE 17/ 20155:06:05 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,R,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,R,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 18              2015-S 140Cote             SPECIAL LEGAN ACT RELATING TOPUBLIC PROPERTY AND WORKSPassage,WEDNESDAY/ JUNE 17/ 20155:08:09 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 19              2015-S 976Archambault      SPECIAL LEGRELATING TO ALCOHOLIC BEVERAGES-RETAIL LICENSES - SMITHFIELDPassage,WEDNESDAY/ JUNE 17/ 20155:09:09 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
DETERMINATION of QUORUM60th Legislative Day,THURSDAY/ JUNE 18/ 20154:37:56 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
SUSPENSION of theRULES of the SENATERules: 3.5 // 4.5 // 4.10-14.10-2 // 6.1 // 6.2 // 6.4-36.5 // 7.6,THURSDAY/ JUNE 18/ 20155:22:57 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,N,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 1          2015-S 754 SUB AMcCaffrey        JUDICIARYAN ACT RELATING TOCRIMINAL OFFENSESPassage,THURSDAY/ JUNE 18/ 20155:24:49 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,NV,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 2          2015-S 864 SUB AWalaska          ENVIRONMENTRELATING TO THE CITY OF WARWICKSEWER AUTHORITYApproval of AmendmentLC 002509/5,THURSDAY/ JUNE 18/ 20155:26:42 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,NV,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 2          2015-S 864 SUB AWalaska          ENVIRONMENTRELATING TO THE CITY OF WARWICKSEWER AUTHORITYPassage as Amended,THURSDAY/ JUNE 18/ 20155:27:08 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,NV,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 3          2015-S 559 SUB AMcCaffrey        HOUSINGRELATING TO TAXATION - LEVY ANDASSESSMENT OF LOCAL TAXESPassage,THURSDAY/ JUNE 18/ 20155:28:13 PM,Y,N/A,N/A,Y,N,Y,Y,N/A,Y,Y,N,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N/A,Y,N/A,NV,Y,Y,Y,N/A,Y,Y,NV,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 6          2015-S 525 SUB ALombardi         JUDICIARYUNIFORM ADULT GUARDIANSHIP &PROTECTIVE PROCEEDINGSApproval of AmendmentLC 001116/3,THURSDAY/ JUNE 18/ 20155:30:20 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,NV,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 6          2015-S 525 SUB ALombardi         JUDICIARYUNIFORM ADULT GUARDIANSHIP &PROTECTIVE PROCEEDINGSPassage as Amended,THURSDAY/ JUNE 18/ 20155:30:48 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,NV,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 7          2015-S 199 SUB AMiller           CommerceAN ACT RELATING TOPUBLIC UTILITIES AND CARRIERSPassage,THURSDAY/ JUNE 18/ 20155:33:13 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,NV,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 8          2015-S 737 SUB ALynch            ENVIRONMENTAGRICULTURE AND FORESTRY -AGRICULTURE FUNCTIONS OF DEMApproval of AmendmentLC 002156/2,THURSDAY/ JUNE 18/ 20155:35:04 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,NV,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,NV,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 8          2015-S 737 SUB ALynch            ENVIRONMENTAGRICULTURE AND FORESTRY -AGRICULTURE FUNCTIONS OF DEMPassage as Amended,THURSDAY/ JUNE 18/ 20155:35:34 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,NV,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,NV,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 9               2015-S 708Sheehan          FINANCECORPORATIONS ACCOUNTABILITYAND TRANSPARENCYPassage,THURSDAY/ JUNE 18/ 20155:36:47 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,NV,Y,Y,Y,Y,N/A,Y,N/A,NV,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 10              2015-S 709Pichardo         FINANCERELATING TO HUMAN SERVICES -THE RHODE ISLAND WORKS PROGRAMPassage,THURSDAY/ JUNE 18/ 20155:37:46 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,NV,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 11              2015-S 988DaPonte          FINANCEAPPROPRIATION TO PAYCERTAIN CLAIMSPassage,THURSDAY/ JUNE 18/ 20155:38:44 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,NV,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 13         2015-S 422 SUB AOttiano          HEALTHTRANSPARENCY IN PROSPECTIVEASSESSMENT CRITERIAPassage,THURSDAY/ JUNE 18/ 20155:40:18 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,NV,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
CALENDARITEM 14         2015-S 475 SUB AArchambault      HEALTHREALTING TO FOOD AND DRUGS -MEDICAL MARIJUANA ACTApproval of AmendmentLC 001577/2,THURSDAY/ JUNE 18/ 20155:43:16 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,NV,Y,Y,Y,N/A,Y,NV,Y,Y,Y,Y,N/A,N/A,R,Y
CALENDARITEM 14         2015-S 475 SUB AArchambault      HEALTHREALTING TO FOOD AND DRUGS -MEDICAL MARIJUANA ACTPassage as Amended,THURSDAY/ JUNE 18/ 20155:43:41 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,NV,Y,Y,Y,N/A,Y,NV,Y,Y,Y,Y,N/A,N/A,R,Y
CALENDARITEM 15              2015-S 975Sosnowski        HEALTHRELATING TO EDUCATION -HEALTH AND SAFETY OF PUPILSPassage,THURSDAY/ JUNE 18/ 20155:44:39 PM,Y,N/A,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,N/A,Y,N/A,Y,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N/A,Y,N/A,NV,Y,Y,Y,N/A,Y,Y,Y,Y,Y,Y,N/A,N/A,Y,Y
